UNIQUEID,REGION,STATE,PERCENTILE,TOP5PCT,HHNUMBR,AGES5TO18,pctPopulation,LIVINGQRTS,TENURETYPE,PROPERTYVALUE,LOWERRENT,HOUSINGPROJECT,FOODSTAMPS,ENGERGYASST,pctFRval,pctSEval,pctWSval,pctOIval,pctANNval,pctCSPval,pctDISval,pctDIVval,pctSDTval,pctEDval,pctFINval,pctINTval,pctPAWval,pctPENval,pctRNTval,pctSSIval,pctSSval,pctSURval,pctUCval,pctVETval,pctWCval,pctTotal ,pctPopPercent,HTOTVAL
50339001900816005011,3,51,17,2,2,0,0.00058309,1,1,150000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,1,0.5,139050
00850993311000605011,3,51,7,2,2,0,0.00058309,1,1,500000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5,34859
08009196050239105011,3,51,4,2,1,0,0.000291545,1,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0,1,1,23260
81000699503003105012,3,51,2,2,3,2,0.000874636,1,0,0,No Rental Assistance,Not a Public Housing Project,4800,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33,10000
99160230189050005011,3,51,18,2,3,0,0.000874636,1,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33,159244
19203009896100505011,3,51,12,2,4,2,0.001166181,1,1,125000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,69000
99191300005068205011,3,51,1,2,3,1,0.000874636,1,0,0,Partial Rent Paid,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0.76,0,0,0,0,0,0,0,0,0,1,0.33,415
18522021487100504011,3,51,9,2,2,0,0.00058309,1,1,200000,No Rental Assistance,Not a Public Housing Project,1008,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,1,0.5,46000
18181200225074504011,3,51,4,2,2,0,0.00058309,1,1,200000,No Rental Assistance,Not a Public Housing Project,192,400,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,1,0.5,19659
12842501008715204011,3,51,17,2,5,0,0.001457726,1,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,1,0.2,125016
81172520148050204011,3,51,14,2,2,0,0.00058309,1,1,345000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0.37,0,0,0,0,1,0.5,89710
68121540176050104011,3,51,10,2,2,0,0.00058309,1,1,100000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,1,0.5,52003
00850993611040605011,3,51,4,2,4,2,0.001166181,1,1,8000,No Rental Assistance,Not a Public Housing Project,5520,0,0,0,0.91,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,19204
21000693524624105011,3,51,7,2,3,0,0.000874636,1,1,78000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,1,0.33,37144
13524069236100506011,3,51,11,2,2,0,0.00058309,1,1,250000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.18,0.15,0,0.4,0.15,0,0,0,1,0.5,63065
93131400265062506011,3,51,2,2,1,0,0.000291545,1,1,130000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12000
19509501009163705011,3,51,7,2,2,0,0.00058309,1,1,250000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5,37740
02408157750549106011,3,51,1,2,1,0,0.000291545,6,0,0,No Rental Assistance,Not a Public Housing Project,1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,8508
98111500925088405011,3,51,6,2,2,1,0.00058309,1,1,65000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,33005
30050443841003105111,3,54,13,2,3,1,0.000811469,1,1,250000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33,78004
44541313080000305111,3,54,13,2,2,0,0.000540979,1,1,130000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,1,0.5,80245
81000793518248405111,3,54,2,2,1,0,0.00027049,1,0,0,No Rental Assistance,Public Housing Project ,1332,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,8820
15453504002818205111,3,54,2,2,1,0,0.00027049,5,1,200000,No Rental Assistance,Not a Public Housing Project,5040,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,12252
68442020196150106111,3,54,3,2,1,0,0.00027049,1,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15000
00450282741081605111,3,54,2,2,2,0,0.000540979,1,1,175000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0.24,0,0,0,0,0,0,0,0,0,1,0.5,10550
05041054879327805011,3,54,9,2,2,0,0.000540979,1,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,1,0.5,51916
91000486595122405011,3,54,3,2,2,0,0.000540979,1,1,84000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0.5,0,0,0,0,1,0.5,18049
94505818070690106012,3,54,9,2,2,0,0.000540979,1,1,250000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0.62,0,0,0,0,1,0.5,47666
76486700185050206011,3,54,7,2,3,0,0.000811469,1,1,250000,No Rental Assistance,Not a Public Housing Project,0,0,0,0.17,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33,36029
65174000625088706011,3,54,15,2,4,2,0.001081958,5,1,80000,No Rental Assistance,Not a Public Housing Project,0,0,0,0.25,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,100899
05041084879321805111,3,54,18,2,2,0,0.000540979,1,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,148286
50889041302847105111,3,54,4,2,1,0,0.00027049,1,0,0,No Rental Assistance,Public Housing Project ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,20580
14124500235085805111,3,54,3,2,1,0,0.00027049,6,1,200000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,18048
91000509567881406011,3,54,3,2,2,0,0.000540979,1,1,200000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0.84,0,0,0,0,1,0.5,17511
44134301335010006111,3,54,9,2,2,0,0.000540979,1,1,210000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,48722
81000793575248405011,3,54,17,2,5,0,0.001352448,1,1,240000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,122407
13403504009147306011,3,54,3,2,1,0,0.00027049,1,0,0,No Rental Assistance,Public Housing Project ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.53,0,0,0,0,1,1,15459
94413730104050306011,3,54,13,2,2,0,0.000540979,1,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,1,0.5,81145
19206464150028106111,3,54,15,2,4,2,0.001081958,1,1,250000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,1,0.25,102024
46022018964110506111,3,54,19,2,1,0,0.00027049,1,1,250000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0.04,0,0,0,0.38,0,0,0.19,0,0.29,0,0,0.11,0,0,0,0,1.01,1.01,186217
40850938541072705011,3,54,5,2,2,0,0.000540979,1,1,21000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5,26014
84526110070840205111,3,54,1,2,1,0,0.00027049,1,1,30000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,7296
41000628587102405111,3,54,3,2,2,0,0.000540979,1,1,20000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5,17568
48080023753110506111,3,54,13,2,2,0,0.000540979,1,1,130000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,77043
05400744430165105011,3,37,16,2,2,0,0.000474721,1,1,270000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.73,0,0,0,0,0,0.24,0,0,0.02,0,0,0,0,0,0,0,0,0,0.99,0.5,107600
04177100693084206011,3,37,9,2,2,0,0.000474721,1,1,95000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0.33,0,0.33,0,0,0,0,0,0,0,0.33,0,0,0,0,0.99,0.5,46818
16054307004451405011,3,37,4,2,6,2,0.001424163,5,1,20000,No Rental Assistance,Not a Public Housing Project,6432,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17,24000
74146045504100305011,3,37,17,2,4,2,0.000949442,1,1,180000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,129035
52197600823034206011,3,37,18,2,3,0,0.000712082,1,1,150000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33,161025
30221041306576805011,3,37,7,2,3,0,0.000712082,5,1,30000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.73,0,0,0,0,1,0.33,36824
51000613382642705011,3,37,2,2,1,0,0.000237361,1,1,175000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0.93,0,0,0,0,1,1,11228
07307792930254105011,3,37,3,2,2,0,0.000474721,5,1,27000,No Rental Assistance,Not a Public Housing Project,784,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,14500
47197500393027205011,3,37,3,2,1,0,0.000237361,5,1,27000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,14472
30458071708270706011,3,37,10,2,3,0,0.000712082,5,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.96,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,1,0.33,57510
80530233271063105011,3,37,9,2,2,0,0.000474721,1,1,27000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,50000
05209779730245105011,3,37,10,2,4,2,0.000949442,1,1,250000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.25,0,0,0,0,1,0.25,54476
77224075599100305011,3,37,11,2,2,0,0.000474721,1,1,100000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,61189
59177400273095205011,3,37,2,2,2,0,0.000474721,6,0,0,Partial Rent Paid,Not a Public Housing Project,2100,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.55,0,0,0,0,0.99,0.5,13536
37321318050950306011,3,37,5,2,4,1,0.000949442,1,0,0,No Rental Assistance,Not a Public Housing Project,3180,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,25000
51000123395383706011,3,37,4,2,2,0,0.000474721,1,1,200000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5,23003
03071058312339506011,3,37,3,2,1,0,0.000237361,1,1,150000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0.22,0,1,1,16740
80530233571093106011,3,37,3,2,1,0,0.000237361,1,0,0,No Rental Assistance,Not a Public Housing Project,48,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,17207
94723250177030905011,3,37,15,2,3,0,0.000712082,1,1,160000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.33,0,0,0,0,1,0.33,100603
12896307005185006011,3,37,5,2,1,0,0.000237361,1,1,80000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,29000
03071028312336505011,3,37,9,2,4,2,0.000949442,1,1,70000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,51100
40830624571046406011,3,37,16,2,2,0,0.000474721,1,1,250000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,109202
75502068981100306011,3,37,1,2,2,1,0.000474721,5,0,0,No Rental Assistance,Not a Public Housing Project,2148,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,4500
21000087375874706011,3,37,11,2,1,0,0.000237361,1,1,120000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0.27,0,0,0.09,0,1,1,61820
30456041206874406011,3,37,5,2,1,0,0.000237361,1,0,0,No Rental Assistance,Not a Public Housing Project,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.76,0,0,0,0,0,1,1,25200
00340265251053305011,3,45,4,2,2,0,0.000702741,1,1,200000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5,20518
26135800144095506011,3,45,8,2,1,0,0.00035137,5,1,85000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.69,0,0,0,0,0,0.27,0,0,0.04,0,0,0,0,0,0,0,0,0,1,1,40820
30640963551075006011,3,45,3,2,1,0,0.00035137,1,1,25000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,15604
96145300354006206111,3,45,10,2,2,0,0.000702741,1,1,175000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.6,0,0,0.25,0,0,0.14,0,1,0.5,52888
13665405004092306111,3,45,6,2,3,1,0.001054111,5,1,10000,No Rental Assistance,Not a Public Housing Project,2580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0.91,0,0,0,0,1,0.33,34704
49503230166040506111,3,45,7,2,4,0,0.001405481,5,1,3000,No Rental Assistance,Not a Public Housing Project,2400,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.99,0.25,35275
57205084703100406111,3,45,1,2,5,3,0.001756852,1,0,0,No Rental Assistance,Public Housing Project ,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04051022055716905011,3,45,3,2,1,0,0.00035137,5,1,6000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,16560
20940570251061505011,3,45,5,2,1,0,0.00035137,1,1,125000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0.61,0.2,0,0,0,1,1,25758
65498612020850805011,3,45,1,2,1,0,0.00035137,1,0,0,No Rental Assistance,Public Housing Project ,2352,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1800
04051022889668505011,3,45,1,2,2,1,0.000702741,1,0,0,No Rental Assistance,Public Housing Project ,2088,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32591580156040406011,3,45,8,2,6,4,0.002108222,5,1,90000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17,42000
03100560140560106011,3,45,2,2,3,1,0.001054111,1,0,0,No Rental Assistance,Public Housing Project ,0,0,0,0,0.5,0,0,0.11,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,1,0.33,11250
06306540540239106111,3,45,13,2,2,0,0.000702741,5,1,50000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0.02,0,0,0.05,0,0.27,0,0,0,0,1,0.5,75825
31000326452305505011,3,45,3,2,2,0,0.000702741,1,1,25000,No Rental Assistance,Not a Public Housing Project,1932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5,18048
04051020532635305011,3,45,13,2,2,0,0.000702741,5,1,170000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,77001
40829021606558805011,3,45,11,2,2,0,0.000702741,1,1,150000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0.71,0.15,0,0,0,1,0.5,64758
00165600114003506011,3,45,2,2,2,0,0.000702741,5,1,275000,No Rental Assistance,Not a Public Housing Project,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.5,8820
60501560130040106011,3,45,2,2,2,0,0.000702741,1,1,6000,No Rental Assistance,Not a Public Housing Project,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5,13260
40359031605650706011,3,45,1,2,2,1,0.000702741,1,1,80000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0.54,0,0,0.34,0,0,0,0,0.99,0.5,7161
40116001505252105111,3,45,8,2,5,3,0.001756852,1,1,120000,No Rental Assistance,Not a Public Housing Project,1680,0,0,0,0.79,0,0,0,0,0,0,0,0,0.01,0,0,0,0.19,0,0,0,0,0,0.99,0.2,45296
00125600114003105111,3,45,1,2,4,1,0.001405481,1,0,0,No Rental Assistance,Public Housing Project ,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07000573840254106111,3,45,5,2,1,0,0.00035137,1,1,20500,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.78,0.19,0,0,0,1,1,25245
04051053309657606011,3,45,10,2,2,0,0.000702741,1,1,200000,No Rental Assistance,Not a Public Housing Project,0,0,0,0.21,0.02,0,0.1,0,0,0,0,0,0,0,0,0.25,0,0,0.42,0,0,0,0,1,0.5,57520
03100520140160105111,3,45,1,2,1,0,0.00035137,1,0,0,No Rental Assistance,Public Housing Project ,2352,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.98,1,1,4420
01031171809653706011,3,13,8,2,1,0,0.000246731,5,1,15000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,44001
71010414163757305011,3,13,1,2,1,0,0.000246731,1,0,0,No Rental Assistance,Not a Public Housing Project,2328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01031135741476705011,3,13,5,2,2,0,0.000493462,2,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,1,0.5,27019
51010935157779306011,3,13,3,2,2,0,0.000493462,1,1,22000,No Rental Assistance,Not a Public Housing Project,744,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5,16151
11879011605730306011,3,13,8,2,3,1,0.000740192,5,1,215000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0,0.84,0,0,0,0,1,0.33,45749
10557103017463305011,3,13,4,2,1,0,0.000246731,5,1,50000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,24000
43114715030671705011,3,13,3,2,1,0,0.000246731,5,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15000
65173001371045305011,3,13,13,2,3,0,0.000740192,1,1,50000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,1,0.33,78000
10711968731035006011,3,13,6,2,4,2,0.000986923,5,1,22000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,32600
50711147331067405011,3,13,12,2,1,0,0.000246731,1,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,66002
24007324710755104011,3,13,7,2,1,0,0.000246731,5,1,10500,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36001
11010067167424306011,3,13,2,2,3,1,0.000740192,1,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.33,11579
20111674731064006011,3,13,2,2,1,0,0.000246731,1,0,0,No Rental Assistance,Public Housing Project ,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,13260
00411575631097407011,3,13,9,2,5,1,0.001233654,5,1,40000,No Rental Assistance,Not a Public Housing Project,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,50000
16031103008000105011,3,13,4,2,1,0,0.000246731,1,1,300000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0.69,0,0,0,0,1,1,22859
80301060130010105011,3,13,11,2,1,0,0.000246731,1,1,57000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,60000
30610475131062104011,3,13,7,2,5,4,0.001233654,5,0,0,No Rental Assistance,Not a Public Housing Project,1680,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,40000
17806324510135105011,3,13,7,2,1,0,0.000246731,1,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35000
12985103018324806011,3,13,5,2,1,0,0.000246731,5,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0.65,0,0,0,0,1,1,24024
90911007531021806011,3,13,12,2,2,0,0.000493462,5,1,120,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.1,0,0,0,0,0,0.04,0,0,0,0,0.41,0,0,0.44,0,0,0,0,0.99,0.5,66759
21010325111476305011,3,13,18,2,3,0,0.000740192,1,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.7,0,0,0,0.26,0,0,0,0,0.01,0,0,0,0,0,0,0.03,0,0,1,0.33,167663
01031117632541205011,3,13,4,2,1,0,0.000246731,1,1,82000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0.14,0,0,0.01,0,0.62,0,0,0,0,1,1,21450
32183055764110105011,3,13,17,2,6,2,0.001480385,1,1,124000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,1,0.17,132476
11719051901834305011,3,13,5,2,3,1,0.000740192,5,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33,25000
14604348110141105011,3,13,5,2,1,0,0.000246731,1,1,50000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25000
20292120161010506011,3,12,2,2,4,0,0.000475116,1,1,25000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,10080
22122050619100106011,3,12,9,2,4,1,0.000475116,5,1,140000,No Rental Assistance,Not a Public Housing Project,0,0,0.2,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0.99,0.25,49099
01122200251096106011,3,12,7,2,6,4,0.000712674,5,0,0,No Rental Assistance,Not a Public Housing Project,10800,0,0,0.28,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,1,0.17,35368
06201229510120106011,3,12,12,2,2,0,0.000237558,5,1,98000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,67000
01021023266336906011,3,12,8,2,2,0,0.000237558,6,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0.31,0,0.99,0.5,42494
30910632221063606011,3,12,2,2,2,0,0.000237558,5,1,80000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.78,0,0,0,0,1,0.5,10920
