UNIQUEID,REGION,STATE,PERCENTILE,TOP5PCT,HHNUMBR,AGES5TO18,pctPopulation,LIVINGQRTS,TENURETYPE,PROPERTYVALUE,LOWERRENT,HOUSINGPROJECT,FOODSTAMPS,ENGERGYASST,pctFRval,pctSEval,pctWSval,pctOIval,pctANNval,pctCSPval,pctDISval,pctDIVval,pctSDTval,pctEDval,pctFINval,pctINTval,pctPAWval,pctPENval,pctRNTval,pctSSIval,pctSSval,pctSURval,pctUCval,pctVETval,pctWCval,pctTotal ,pctPopPercent,HTOTVAL
30396520167020905011,1,23,4,2,2,1,0.001457726,1,0,0,No Rental Assistance,Public Houseing Project ,984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5,18899
33562090679100205011,1,23,5,2,2,0,0.001457726,1,0,0,No Rental Assistance,Public Houseing Project ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0.08,0,1,0.5,26299
98133801512065006011,1,23,10,2,4,1,0.002915452,1,1,60000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,53400
18851203013690506011,1,23,16,2,2,0,0.001457726,1,1,60000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.99,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,106014
20515061200937606111,1,23,10,2,4,1,0.002915452,1,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,1,0.25,52901
23203314050210505011,1,23,2,2,1,0,0.000728863,5,1,2500,No Rental Assistance,Not a Public Housing Project,2052,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.93,0,0,0,0,1,1,10979
91193400932060906011,1,23,18,2,2,0,0.001457726,1,1,80000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,1,0.5,168102
99369940101020306011,1,23,19,2,9,5,0.006559767,1,1,350000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.11,178000
20200061709639705111,1,23,5,2,1,0,0.000728863,1,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,1,1,24276
40121025031093306011,1,23,17,2,6,4,0.004373178,1,1,90000,No Rental Assistance,Not a Public Housing Project,3840,0,0,0.23,0.39,0,0,0.06,0.13,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.13,0.98,0.16,128846
52103500602079505011,1,23,6,2,2,0,0.001457726,1,1,55000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5,30000
10443203001165405011,1,23,4,2,2,0,0.001457726,1,1,55000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5,23039
29183600952081405011,1,23,6,2,2,0,0.001457726,2,1,55000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0.99,0,0,0,0,1.01,0.51,31475
82389460119020505011,1,23,13,2,2,0,0.001457726,1,1,180000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.9,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,78510
91000752294065305011,1,23,4,2,2,0,0.001457726,1,1,75000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.13,0,0.75,0,0,0,0,1.01,0.51,24000
15290203000755605011,1,23,15,2,2,0,0.001457726,1,1,85000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,97001
07133200692096505011,1,23,8,2,1,0,0.000728863,1,0,0,No Rental Assistance,Public Houseing Project ,1716,21,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,1,1,44172
21500041203133906011,1,23,18,2,2,0,0.001457726,1,1,80000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.36,0,0,0,0,0,0,0.02,0,0,0,0.62,0,0,0,0,0,0,0,1,0.5,167403
23203314000911506011,1,23,13,2,4,2,0.002915452,1,1,62000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,1,0.25,77800
16915203008824905011,1,23,2,2,1,0,0.000728863,1,1,62000,No Rental Assistance,Not a Public Housing Project,1320,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,9312
31540036441100205011,1,23,7,2,2,0,0.001457726,1,1,80000,No Rental Assistance,Not a Public Housing Project,0,600,0,0,0,0,0,0,0,0,0.11,0,0,0.09,0,0,0,0,0.8,0,0,0,0,1,0.5,37008
39994039016100206011,1,23,9,2,5,3,0.003644315,1,1,93000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,50000
91113401932060006011,1,23,14,2,3,0,0.002186589,1,1,275000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.82,0,0,0,0.04,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,1,0.33,86000
10901316320049106011,1,23,17,2,4,1,0.002915452,1,1,175000,No Rental Assistance,Not a Public Housing Project,0,0,0,0.11,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.25,130758
02031046575209905011,1,23,19,2,2,0,0.001457726,1,1,329000,No Rental Assistance,Not a Public Housing Project,0,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,192168
35558019586100305011,1,33,10,2,1,0,0.000457875,1,1,800000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,1,1,55515
31516071906630606011,1,33,20,1,2,0,0.00092,1,1,550000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0.01,0.49,0,0,0.02,0,0.3,0,0,0.17,0,0,0,0,0.99,0.5,240505
03031116575208906011,1,33,9,2,2,0,0.000915751,1,1,500000,No Rental Assistance,Not a Public Housing Project,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,50003
14320303014592206011,1,33,13,2,2,0,0.000915751,1,1,230000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.96,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,80016
18851303005695506111,1,33,13,2,2,0,0.000915751,1,1,500000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0.2,0.26,0,0.2,0,0,0.02,0,1.01,0.51,79571
35558019586100306111,1,33,1,2,1,0,0.000457875,6,1,40000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,8000
05508356130589106111,1,33,15,2,2,0,0.000915751,1,1,300000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0.07,0.01,0,0,0.37,0,0.47,0,0,0.09,0,0,0,0,1.01,0.51,106800
82389560119030505011,1,33,19,2,2,0,0.000915751,1,1,220000,No Rental Assistance,Not a Public Housing Project,0,0,0,0.9,0.06,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.99,0.5,185562
16607329930220106011,1,33,17,2,4,2,0.001831502,1,1,280000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,1,0.25,127650
49352240123130006011,1,33,10,2,3,0,0.001373626,1,1,135000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,1,0.33,57293
03031127525716706011,1,33,3,2,1,0,0.000457875,1,0,0,No Rental Assistance,Public Housing Project ,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,1,1,13836
60930525231060705111,1,33,17,2,2,0,0.000915751,1,1,91000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.01,0,0.34,0,0,0,0,1,0.5,123429
07123201693096206011,1,33,15,2,1,0,0.000457875,1,1,250000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0.04,0,0,0.47,0,0,0,0,0,0,1,1,102000
70731575231061206011,1,33,7,2,3,0,0.001373626,1,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33,35001
23357016020690505111,1,33,17,2,2,0,0.000915751,1,1,225000,No Rental Assistance,Not a Public Housing Project,0,0,0,0.06,0.94,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,1.01,0.51,124343
15771303006255705011,1,33,15,2,2,0,0.000915751,1,1,150000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.52,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0.35,0,0,0,0,1,0.5,97342
33594039016100305011,1,33,12,2,3,0,0.001373626,1,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0.71,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33,70004
39369540101030305011,1,33,19,2,2,0,0.000915751,1,1,250000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.82,0,0,0,0,0.02,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0.99,0.5,182143
12203345030249106011,1,33,3,2,1,0,0.000457875,1,0,0,No Rental Assistance,Public Housing Project ,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.24,0.75,0,0,0,0,1,1,17903
03031026575206905111,1,33,10,2,1,0,0.000457875,1,1,550000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0.05,0.4,0,0,0.12,0,0.02,0,0,0.41,0,0,0,0,1,1,54206
03031117506966606011,1,33,6,2,2,0,0.000915751,1,1,600000,No Rental Assistance,Not a Public Housing Project,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5,31692
32262090679110306011,1,33,11,2,1,0,0.000457875,1,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.3,0,0,0,0,1,1,61294
65327550177030105011,1,33,16,2,1,0,0.000457875,1,1,400000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.03,0,0,0,1,1,114279
49365180158130104011,1,33,11,2,4,1,0.001831502,1,1,160000,No Rental Assistance,Not a Public Housing Project,0,0,0,0.48,0.48,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.25,61980
39140036441110304011,1,33,8,2,2,1,0.000915751,1,1,160000,No Rental Assistance,Not a Public Housing Project,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0.02,0,0.2,0,0,0,0,0,0,0,1,0.5,44851
05001021809656705011,1,50,12,2,2,0,0.000987654,1,1,135000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,1,0.5,66102
50923071507509805011,1,50,12,2,2,0,0.000987654,1,1,175000,No Rental Assistance,Not a Public Housing Project,2364,350,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0.07,0.18,0,0,0,0,0,0.99,0.5,67494
50539717020850905011,1,50,2,2,1,0,0.000493827,1,1,250000,No Rental Assistance,Not a Public Housing Project,2304,1500,0,0.89,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,1,1,9002
05001027993578505011,1,50,20,1,1,0,0.00049,1,1,160000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,1,1,203606
96002240117050405011,1,50,16,2,6,3,0.002962963,1,1,200000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.69,0,0,0,0,0,0,0.1,0,0.26,0,0,-0.04,0,0,0,0,0,0,1.01,0.17,117608
05305004750606106011,1,50,5,2,1,0,0.000493827,1,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,1,1,27881
50467051205205206011,1,50,11,2,2,0,0.000987654,1,1,250000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0.03,0,0,1,0.5,62000
03702055050689106011,1,50,7,2,1,0,0.000493827,1,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,1,1,38002
51000465552730005112,1,50,18,2,4,1,0.001975309,1,1,295000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,1,0.25,173000
30550650401077406111,1,50,19,2,5,2,0.002469136,1,1,200000,No Rental Assistance,Not a Public Housing Project,0,0,0,0.86,0.14,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,1.01,0.2,181120
10750968201065005011,1,50,17,2,2,0,0.000987654,1,1,180000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0.16,0,0,0,0,1,0.5,140034
51000935582779005011,1,50,8,2,1,0,0.000493827,1,1,260000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0.01,0,0,0,0,0.58,0,0,0,0,1,1,43951
86043500155050706011,1,50,16,2,3,0,0.001481481,1,1,220000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.96,0,0,0,0,0.01,0,0,0,0.01,0,0,0.02,0,0,0,0,0,0,1,0.33,117575
00630076554100506011,1,50,18,2,2,0,0.000987654,1,1,300000,No Rental Assistance,Not a Public Housing Project,0,0,0,0.16,0,0,0.06,0,0,0,0.06,0,0,0.1,0,0.17,0.15,0,0.29,0,0,0,0,0.99,0.5,155261
14753500002022105111,1,50,12,2,2,0,0.000987654,1,1,125000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0.06,0,0.23,0,0,0.36,0,0,0,0,1,0.5,68804
57150500075044406111,1,50,8,2,3,0,0.001481481,1,1,150000,No Rental Assistance,Not a Public Housing Project,0,0,0,0.08,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,1.01,0.34,45550
01207090450246105011,1,50,15,2,5,1,0.002469136,1,1,200000,No Rental Assistance,Not a Public Housing Project,0,0,0,0.29,0.24,0,0,0,0.07,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0.99,0.2,101750
05001020545773405111,1,50,12,2,3,0,0.001481481,1,1,250000,No Rental Assistance,Not a Public Housing Project,0,0,0.03,0.43,0.18,0,0,0,0,0.05,0,0.07,0,0.24,0,0,0,0,0,0,0,0,0,1,0.33,69922
17477500004412505111,1,50,13,2,6,0,0.002962963,1,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0.39,0,0,0,0,1,0.17,76333
65100000375045606011,1,50,12,2,2,0,0.000987654,1,1,190000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0.04,0,0,0,0.25,0,0,0,0,0.25,0,0,0.45,0,0,0,0,0.99,0.5,72332
10557500000466306011,1,50,7,2,3,0,0.001481481,1,1,100000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.1,0,0,0,0,0,0.51,0,0,0.01,0,0,0,0,0.38,0,0,0,0,1,0.33,35170
67190400245001205011,1,50,9,2,3,1,0.001481481,5,1,150000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.27,0,0,1,0.33,47478
05001055741477706011,1,50,4,2,1,0,0.000493827,1,1,250000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.42,0,0,0,0,1,1,19855
50751051407704706011,1,50,8,2,3,1,0.001481481,1,1,250000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.92,0,0,0.07,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,1.01,0.34,45450
05107020350242105111,1,50,12,2,3,0,0.001481481,1,1,200000,No Rental Assistance,Not a Public Housing Project,0,0,0,0.33,0.15,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0.37,0,0,0,0,1,0.33,66145
65298612000750805011,1,25,7,2,2,0,0.00055325,1,1,200000,No Rental Assistance,Not a Public Housing Project,0,0,0,0.03,0,0,0.13,0,0,0,0.11,0,0,0.02,0,0,0,0,0.72,0,0,0,0,1.01,0.51,35622
31000000220116505111,1,25,6,2,1,0,0.000276625,1,1,180000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0.42,0,0,0.1,0,0,0,0,0,0,1,1,32042
13665205003090305111,1,25,2,2,1,0,0.000276625,1,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,11040
05200111000230605111,1,25,3,2,1,0,0.000276625,1,1,149000,No Rental Assistance,Not a Public Housing Project,2160,550,0,0.03,0.04,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0.99,0.99,18562
07000563820054105011,1,25,15,2,2,0,0.00055325,1,1,350000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.68,0,0,0,0,0.01,0,0,0,0.02,0,0,0.3,0,0,0,0,0,0,1.01,0.51,99970
10320006051021005111,1,25,7,2,2,0,0.00055325,1,1,250000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.86,0,0,0.12,0,0,0,0,1,0.5,37182
64530050170020805011,1,25,16,2,3,2,0.000829876,1,1,245000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,1,0.33,111520
02051011892641506011,1,25,17,2,5,2,0.001383126,1,1,270000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,1,0.2,131402
06306530520039105111,1,25,20,1,5,2,0.00138,1,0,0,No Rental Assistance,Public Housing Project ,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0.27,0,0,0.03,0,0,0,0,0,0,1,0.2,247010
20812011604559106011,1,25,3,2,1,0,0.000276625,1,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,15659
56005084703100205011,1,25,9,2,1,0,0.000276625,1,1,280000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0.43,0.46,0,0,0,1,1,50819
22551140154020704011,1,25,6,2,3,1,0.000829876,1,1,650000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.97,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33,31262
02051013514720604011,1,25,10,2,5,2,0.001383126,1,1,220000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,1,0.2,52902
57120015975100205011,1,25,12,2,3,0,0.000829876,1,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.45,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,1,0.33,71010
57175000212059105011,1,25,12,2,2,1,0.00055325,1,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,1,0.5,68500
10791205007551205011,1,25,8,2,2,0,0.00055325,1,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,45000
55552000197020105111,1,25,9,2,5,2,0.001383126,1,1,174000,No Rental Assistance,Not a Public Housing Project,2328,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.64,0,0,0,0,1,0.2,46606
11000829201596506111,1,25,14,2,2,0,0.00055325,1,1,149900,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.76,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,1,0.5,83290
02051026290795606011,1,25,12,2,1,0,0.000276625,1,1,125000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0.06,0,0,0.08,0,0,0,0,0,0.54,0,0,0.32,0,0,0,0,1,1,74429
20220061709659506011,1,25,4,2,1,0,0.000276625,1,1,100000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0.06,0,0.06,0,0.99,0.99,19245
90020914251063606011,1,25,6,2,1,0,0.000276625,1,1,185800,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.33,0,0,0.66,0,0,0,0,1.01,1.01,31382
98155800512065005111,1,25,14,2,2,0,0.00055325,1,1,220000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,1,0.5,91000
20510041203153305011,1,25,13,2,1,0,0.000276625,1,1,153000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0.01,0,0.56,0,0,0.26,0,0,0,0,0.99,0.99,78242
25203314010310505011,1,25,15,2,2,0,0.00055325,1,1,150000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.95,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,105102
40596120167020905011,1,25,6,2,1,0,0.000276625,1,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30001
40515001707444505011,1,44,5,2,1,0,0.000668449,1,0,0,No Rental Assistance,Not a Public Housing Project,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,24001
04041015741476705011,1,44,16,2,1,0,0.000668449,1,1,450000,No Rental Assistance,Not a Public Housing Project,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,1,1,110055
31000983431115405011,1,44,18,2,2,0,0.001336898,1,1,345000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.55,0,0,0,0.18,0,0,0,0,0.01,0,0,0.02,0.09,0.14,0,0,0,0,0.99,0.5,159796
74454710010540505011,1,44,16,2,3,0,0.002005348,1,1,180000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33,114043
04041020545776406011,1,44,20,1,5,1,0.00334,1,1,625000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.77,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,1,0.2,271215
17477404007412506011,1,44,20,1,2,0,0.00134,1,1,550000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.5,503200
57134500074044006111,1,44,7,2,2,0,0.001336898,1,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,35002
15747404003450006111,1,44,5,2,1,0,0.000668449,1,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25000
14753404004021105011,1,44,19,2,6,3,0.004010695,1,1,550000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,1,0.17,219661
42401140157040305011,1,44,20,1,1,0,0.00067,1,1,500000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1.02,0,0,0,0,0.02,0,0,0,0,0,0,-0.04,0,0,0,0,0,0,1,1,245007
71000414461757405011,1,44,10,2,2,0,0.001336898,1,1,250000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0.01,0.11,0,0,0.19,0,0,0,0,0.68,0,0,0,0,0.99,0.5,53065
40711051407744605011,1,44,5,2,1,0,0.000668449,1,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0.76,0,0,0,0,0.99,0.99,26968
14174700574047206011,1,44,16,2,2,0,0.001336898,1,1,425000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.97,0,0,0,0,0,0.03,0,0,0.01,0,0,0,0,0,0,0,0,0,1.01,0.51,119006
96194800154007206011,1,44,8,2,1,0,0.000668449,1,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0.01,0.16,0,0,0.03,0,0.47,0,0,0.32,0,0,0,0,0.99,0.99,42720
50240724341015506011,1,44,9,2,1,0,0.000668449,1,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48001
43005075474100406111,1,44,5,2,1,0,0.000668449,1,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0.48,0,1,1,27674
99401280176040506011,1,44,5,2,1,0,0.000668449,1,0,0,No Rental Assistance,Not a Public Housing Project,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25101
74454710020640506011,1,44,10,2,2,0,0.001336898,1,1,530000,No Rental Assistance,Not a Public Housing Project,0,0,0,0.48,0,0,0,0,0,0.03,0,0,0,0,0,0,0.06,0,0.42,0,0,0,0,0.99,0.5,56251
05107440340142105011,1,44,18,2,4,2,0.002673797,1,1,250000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,0.98,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,1,0.25,163259
44114032570100405011,1,44,17,2,2,0,0.001336898,1,1,300000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,134117
07504474740271106011,1,44,15,2,2,0,0.001336898,1,1,400000,No Rental Assistance,Not a Public Housing Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,105103
